"alder";"kjønn";"år";"statistikkvariabel";"Folkemengde, etter alder, kjønn, år og statistikkvariabel"
"058 58 år";"1 Menn";"1958";"Personer";18320
"058 58 år";"1 Menn";"1959";"Personer";18907
"058 58 år";"1 Menn";"1960";"Personer";19250
"058 58 år";"1 Menn";"1961";"Personer";19526
"058 58 år";"1 Menn";"1962";"Personer";19609
"058 58 år";"1 Menn";"1963";"Personer";19391
"058 58 år";"1 Menn";"1964";"Personer";19550
"058 58 år";"1 Menn";"1965";"Personer";20119
"058 58 år";"1 Menn";"1966";"Personer";20252
"058 58 år";"1 Menn";"1967";"Personer";21118
"058 58 år";"1 Menn";"1968";"Personer";21798
"058 58 år";"1 Menn";"1969";"Personer";21702
"058 58 år";"1 Menn";"1970";"Personer";22213
"058 58 år";"1 Menn";"1971";"Personer";22669
"058 58 år";"1 Menn";"1972";"Personer";22569
"058 58 år";"1 Menn";"1973";"Personer";22642
"058 58 år";"1 Menn";"1974";"Personer";22149
"058 58 år";"1 Menn";"1975";"Personer";22233
"058 58 år";"1 Menn";"1976";"Personer";23324
"058 58 år";"1 Menn";"1977";"Personer";23065
"058 58 år";"1 Menn";"1978";"Personer";22009
"058 58 år";"1 Menn";"1979";"Personer";25912
"058 58 år";"1 Menn";"1980";"Personer";23916
"058 58 år";"1 Menn";"1981";"Personer";23595
"058 58 år";"1 Menn";"1982";"Personer";23674
"058 58 år";"1 Menn";"1983";"Personer";22741
"058 58 år";"1 Menn";"1984";"Personer";21518
"058 58 år";"1 Menn";"1985";"Personer";21418
"058 58 år";"1 Menn";"1986";"Personer";20153
"058 58 år";"1 Menn";"1987";"Personer";19981
"058 58 år";"1 Menn";"1988";"Personer";19618
"058 58 år";"1 Menn";"1989";"Personer";19730
"058 58 år";"1 Menn";"1990";"Personer";18867
"058 58 år";"1 Menn";"1991";"Personer";18798
"058 58 år";"1 Menn";"1992";"Personer";17674
"058 58 år";"1 Menn";"1993";"Personer";17447
"058 58 år";"1 Menn";"1994";"Personer";17101
"058 58 år";"1 Menn";"1995";"Personer";18068
"058 58 år";"1 Menn";"1996";"Personer";18500
"058 58 år";"1 Menn";"1997";"Personer";19319
"058 58 år";"1 Menn";"1998";"Personer";20015
"058 58 år";"1 Menn";"1999";"Personer";20715
"058 58 år";"1 Menn";"2000";"Personer";19931
"058 58 år";"1 Menn";"2001";"Personer";22745
"058 58 år";"1 Menn";"2002";"Personer";24748
"058 58 år";"1 Menn";"2003";"Personer";28002
"058 58 år";"1 Menn";"2004";"Personer";28880
"058 58 år";"1 Menn";"2005";"Personer";32197
"058 58 år";"1 Menn";"2006";"Personer";30780
"058 58 år";"1 Menn";"2007";"Personer";30323
"058 58 år";"1 Menn";"2008";"Personer";29652
"058 58 år";"1 Menn";"2009";"Personer";29449
"058 58 år";"1 Menn";"2010";"Personer";28957
"058 58 år";"1 Menn";"2011";"Personer";30000
"058 58 år";"1 Menn";"2012";"Personer";30211
"058 58 år";"1 Menn";"2013";"Personer";30490
"058 58 år";"1 Menn";"2014";"Personer";31164
"058 58 år";"1 Menn";"2015";"Personer";31866
"058 58 år";"1 Menn";"2016";"Personer";31554
"058 58 år";"1 Menn";"2017";"Personer";32228
"058 58 år";"1 Menn";"2018";"Personer";32648
"058 58 år";"2 Kvinner";"1846";"Personer";4679
"058 58 år";"2 Kvinner";"1847";"Personer";5041
"058 58 år";"2 Kvinner";"1848";"Personer";5107
"058 58 år";"2 Kvinner";"1849";"Personer";5376
"058 58 år";"2 Kvinner";"1850";"Personer";5533
"058 58 år";"2 Kvinner";"1851";"Personer";5897
"058 58 år";"2 Kvinner";"1852";"Personer";5806
"058 58 år";"2 Kvinner";"1853";"Personer";5761
"058 58 år";"2 Kvinner";"1854";"Personer";5506
"058 58 år";"2 Kvinner";"1855";"Personer";5236
"058 58 år";"2 Kvinner";"1856";"Personer";5388
"058 58 år";"2 Kvinner";"1857";"Personer";5530
"058 58 år";"2 Kvinner";"1858";"Personer";5862
"058 58 år";"2 Kvinner";"1859";"Personer";6019
"058 58 år";"2 Kvinner";"1860";"Personer";5993
"058 58 år";"2 Kvinner";"1861";"Personer";5437
"058 58 år";"2 Kvinner";"1862";"Personer";5799
"058 58 år";"2 Kvinner";"1863";"Personer";5337
"058 58 år";"2 Kvinner";"1864";"Personer";5873
"058 58 år";"2 Kvinner";"1865";"Personer";5838
"058 58 år";"2 Kvinner";"1866";"Personer";5808
"058 58 år";"2 Kvinner";"1867";"Personer";5571
"058 58 år";"2 Kvinner";"1868";"Personer";4378
"058 58 år";"2 Kvinner";"1869";"Personer";5249
"058 58 år";"2 Kvinner";"1870";"Personer";5629
"058 58 år";"2 Kvinner";"1871";"Personer";6198
"058 58 år";"2 Kvinner";"1872";"Personer";5494
"058 58 år";"2 Kvinner";"1873";"Personer";5125
"058 58 år";"2 Kvinner";"1874";"Personer";6517
"058 58 år";"2 Kvinner";"1875";"Personer";7531
"058 58 år";"2 Kvinner";"1876";"Personer";6776
"058 58 år";"2 Kvinner";"1877";"Personer";6769
"058 58 år";"2 Kvinner";"1878";"Personer";7341
"058 58 år";"2 Kvinner";"1879";"Personer";8040
"058 58 år";"2 Kvinner";"1880";"Personer";8129
"058 58 år";"2 Kvinner";"1881";"Personer";7961
"058 58 år";"2 Kvinner";"1882";"Personer";8061
"058 58 år";"2 Kvinner";"1883";"Personer";8136
"058 58 år";"2 Kvinner";"1884";"Personer";8659
"058 58 år";"2 Kvinner";"1885";"Personer";8544
"058 58 år";"2 Kvinner";"1886";"Personer";7908
"058 58 år";"2 Kvinner";"1887";"Personer";8026
"058 58 år";"2 Kvinner";"1888";"Personer";8319
"058 58 år";"2 Kvinner";"1889";"Personer";8207
"058 58 år";"2 Kvinner";"1890";"Personer";7611
"058 58 år";"2 Kvinner";"1891";"Personer";7410
"058 58 år";"2 Kvinner";"1892";"Personer";7738
"058 58 år";"2 Kvinner";"1893";"Personer";8238
"058 58 år";"2 Kvinner";"1894";"Personer";8439
"058 58 år";"2 Kvinner";"1895";"Personer";7860
"058 58 år";"2 Kvinner";"1896";"Personer";7530
"058 58 år";"2 Kvinner";"1897";"Personer";7147
"058 58 år";"2 Kvinner";"1898";"Personer";7291
"058 58 år";"2 Kvinner";"1899";"Personer";7578
"058 58 år";"2 Kvinner";"1900";"Personer";8143
"058 58 år";"2 Kvinner";"1901";"Personer";7845
"058 58 år";"2 Kvinner";"1902";"Personer";8409
"058 58 år";"2 Kvinner";"1903";"Personer";8556
"058 58 år";"2 Kvinner";"1904";"Personer";9050
"058 58 år";"2 Kvinner";"1905";"Personer";8688
"058 58 år";"2 Kvinner";"1906";"Personer";8773
"058 58 år";"2 Kvinner";"1907";"Personer";8680
"058 58 år";"2 Kvinner";"1908";"Personer";9462
"058 58 år";"2 Kvinner";"1909";"Personer";9043
"058 58 år";"2 Kvinner";"1910";"Personer";9586
"058 58 år";"2 Kvinner";"1911";"Personer";9132
"058 58 år";"2 Kvinner";"1912";"Personer";9726
"058 58 år";"2 Kvinner";"1913";"Personer";10599
"058 58 år";"2 Kvinner";"1914";"Personer";10469
"058 58 år";"2 Kvinner";"1915";"Personer";10046
"058 58 år";"2 Kvinner";"1916";"Personer";10135
"058 58 år";"2 Kvinner";"1917";"Personer";10229
"058 58 år";"2 Kvinner";"1918";"Personer";10743
"058 58 år";"2 Kvinner";"1919";"Personer";10274
"058 58 år";"2 Kvinner";"1920";"Personer";9973
"058 58 år";"2 Kvinner";"1921";"Personer";10478
"058 58 år";"2 Kvinner";"1922";"Personer";11155
"058 58 år";"2 Kvinner";"1923";"Personer";11180
"058 58 år";"2 Kvinner";"1924";"Personer";11326
"058 58 år";"2 Kvinner";"1925";"Personer";11128
"058 58 år";"2 Kvinner";"1926";"Personer";10621
"058 58 år";"2 Kvinner";"1927";"Personer";10748
"058 58 år";"2 Kvinner";"1928";"Personer";10676
"058 58 år";"2 Kvinner";"1929";"Personer";10789
"058 58 år";"2 Kvinner";"1930";"Personer";11043
"058 58 år";"2 Kvinner";"1931";"Personer";11293
"058 58 år";"2 Kvinner";"1932";"Personer";11661
"058 58 år";"2 Kvinner";"1933";"Personer";11974
"058 58 år";"2 Kvinner";"1934";"Personer";12322
"058 58 år";"2 Kvinner";"1935";"Personer";13003
"058 58 år";"2 Kvinner";"1936";"Personer";13042
"058 58 år";"2 Kvinner";"1937";"Personer";13041
"058 58 år";"2 Kvinner";"1938";"Personer";13629
"058 58 år";"2 Kvinner";"1939";"Personer";12953
"058 58 år";"2 Kvinner";"1940";"Personer";13167
"058 58 år";"2 Kvinner";"1941";"Personer";13334
"058 58 år";"2 Kvinner";"1942";"Personer";13412
"058 58 år";"2 Kvinner";"1943";"Personer";14158
"058 58 år";"2 Kvinner";"1944";"Personer";14143
"058 58 år";"2 Kvinner";"1945";"Personer";14760
"058 58 år";"2 Kvinner";"1946";"Personer";14835
"058 58 år";"2 Kvinner";"1947";"Personer";15088
"058 58 år";"2 Kvinner";"1948";"Personer";15179
"058 58 år";"2 Kvinner";"1949";"Personer";15850
"058 58 år";"2 Kvinner";"1950";"Personer";16567
"058 58 år";"2 Kvinner";"1951";"Personer";16560
"058 58 år";"2 Kvinner";"1952";"Personer";17412
"058 58 år";"2 Kvinner";"1953";"Personer";17497
"058 58 år";"2 Kvinner";"1954";"Personer";18514
"058 58 år";"2 Kvinner";"1955";"Personer";19058
"058 58 år";"2 Kvinner";"1956";"Personer";19313
"058 58 år";"2 Kvinner";"1957";"Personer";20303
"058 58 år";"2 Kvinner";"1958";"Personer";19953
"058 58 år";"2 Kvinner";"1959";"Personer";20580
"058 58 år";"2 Kvinner";"1960";"Personer";20621
"058 58 år";"2 Kvinner";"1961";"Personer";20999
"058 58 år";"2 Kvinner";"1962";"Personer";21177
"058 58 år";"2 Kvinner";"1963";"Personer";21127
"058 58 år";"2 Kvinner";"1964";"Personer";21407
"058 58 år";"2 Kvinner";"1965";"Personer";21467
"058 58 år";"2 Kvinner";"1966";"Personer";21748
"058 58 år";"2 Kvinner";"1967";"Personer";22014
"058 58 år";"2 Kvinner";"1968";"Personer";22909
"058 58 år";"2 Kvinner";"1969";"Personer";22700
"058 58 år";"2 Kvinner";"1970";"Personer";22921
"058 58 år";"2 Kvinner";"1971";"Personer";23573
"058 58 år";"2 Kvinner";"1972";"Personer";23405
"058 58 år";"2 Kvinner";"1973";"Personer";23476
"058 58 år";"2 Kvinner";"1974";"Personer";23353
"058 58 år";"2 Kvinner";"1975";"Personer";23542
"058 58 år";"2 Kvinner";"1976";"Personer";24469
"058 58 år";"2 Kvinner";"1977";"Personer";24431
"058 58 år";"2 Kvinner";"1978";"Personer";22770
"058 58 år";"2 Kvinner";"1979";"Personer";27262
"058 58 år";"2 Kvinner";"1980";"Personer";25324
"058 58 år";"2 Kvinner";"1981";"Personer";24733
"058 58 år";"2 Kvinner";"1982";"Personer";24329
"058 58 år";"2 Kvinner";"1983";"Personer";23207
"058 58 år";"2 Kvinner";"1984";"Personer";22046
"058 58 år";"2 Kvinner";"1985";"Personer";22062
"058 58 år";"2 Kvinner";"1986";"Personer";20725
"058 58 år";"2 Kvinner";"1987";"Personer";20686
"058 58 år";"2 Kvinner";"1988";"Personer";19972
"058 58 år";"2 Kvinner";"1989";"Personer";20124
"058 58 år";"2 Kvinner";"1990";"Personer";19642
"058 58 år";"2 Kvinner";"1991";"Personer";19316
"058 58 år";"2 Kvinner";"1992";"Personer";17853
"058 58 år";"2 Kvinner";"1993";"Personer";17818
"058 58 år";"2 Kvinner";"1994";"Personer";17908
"058 58 år";"2 Kvinner";"1995";"Personer";18257
"058 58 år";"2 Kvinner";"1996";"Personer";18929
"058 58 år";"2 Kvinner";"1997";"Personer";19725
"058 58 år";"2 Kvinner";"1998";"Personer";20338
"058 58 år";"2 Kvinner";"1999";"Personer";20666
"058 58 år";"2 Kvinner";"2000";"Personer";20009
"058 58 år";"2 Kvinner";"2001";"Personer";22586
"058 58 år";"2 Kvinner";"2002";"Personer";24297
"058 58 år";"2 Kvinner";"2003";"Personer";27071
"058 58 år";"2 Kvinner";"2004";"Personer";28193
"058 58 år";"2 Kvinner";"2005";"Personer";31274
"058 58 år";"2 Kvinner";"2006";"Personer";30121
"058 58 år";"2 Kvinner";"2007";"Personer";29110
"058 58 år";"2 Kvinner";"2008";"Personer";28663
"058 58 år";"2 Kvinner";"2009";"Personer";28485
"058 58 år";"2 Kvinner";"2010";"Personer";27741
"058 58 år";"2 Kvinner";"2011";"Personer";29201
"058 58 år";"2 Kvinner";"2012";"Personer";29789
"058 58 år";"2 Kvinner";"2013";"Personer";29905
"058 58 år";"2 Kvinner";"2014";"Personer";30441
"058 58 år";"2 Kvinner";"2015";"Personer";31182
"058 58 år";"2 Kvinner";"2016";"Personer";30692
"058 58 år";"2 Kvinner";"2017";"Personer";31243
"058 58 år";"2 Kvinner";"2018";"Personer";31242
"059 59 år";"0 Begge kjønn";"1846";"Personer";8855
"059 59 år";"0 Begge kjønn";"1847";"Personer";8693
"059 59 år";"0 Begge kjønn";"1848";"Personer";9357
"059 59 år";"0 Begge kjønn";"1849";"Personer";9432
"059 59 år";"0 Begge kjønn";"1850";"Personer";9925
"059 59 år";"0 Begge kjønn";"1851";"Personer";10198
"059 59 år";"0 Begge kjønn";"1852";"Personer";10844
"059 59 år";"0 Begge kjønn";"1853";"Personer";10641
"059 59 år";"0 Begge kjønn";"1854";"Personer";10553
"059 59 år";"0 Begge kjønn";"1855";"Personer";10182
"059 59 år";"0 Begge kjønn";"1856";"Personer";9782
"059 59 år";"0 Begge kjønn";"1857";"Personer";10250
"059 59 år";"0 Begge kjønn";"1858";"Personer";10375
"059 59 år";"0 Begge kjønn";"1859";"Personer";10888
"059 59 år";"0 Begge kjønn";"1860";"Personer";11070
"059 59 år";"0 Begge kjønn";"1861";"Personer";10981
"059 59 år";"0 Begge kjønn";"1862";"Personer";9782
"059 59 år";"0 Begge kjønn";"1863";"Personer";10470
"059 59 år";"0 Begge kjønn";"1864";"Personer";9782
"059 59 år";"0 Begge kjønn";"1865";"Personer";10743
"059 59 år";"0 Begge kjønn";"1866";"Personer";10887
"059 59 år";"0 Begge kjønn";"1867";"Personer";10620
"059 59 år";"0 Begge kjønn";"1868";"Personer";10165
"059 59 år";"0 Begge kjønn";"1869";"Personer";7989
"059 59 år";"0 Begge kjønn";"1870";"Personer";9792
"059 59 år";"0 Begge kjønn";"1871";"Personer";10358
"059 59 år";"0 Begge kjønn";"1872";"Personer";11427
"059 59 år";"0 Begge kjønn";"1873";"Personer";10178
"059 59 år";"0 Begge kjønn";"1874";"Personer";9832
"059 59 år";"0 Begge kjønn";"1875";"Personer";12346
"059 59 år";"0 Begge kjønn";"1876";"Personer";13768
"059 59 år";"0 Begge kjønn";"1877";"Personer";12738
"059 59 år";"0 Begge kjønn";"1878";"Personer";12860
"059 59 år";"0 Begge kjønn";"1879";"Personer";13870
"059 59 år";"0 Begge kjønn";"1880";"Personer";15258
"059 59 år";"0 Begge kjønn";"1881";"Personer";15431
"059 59 år";"0 Begge kjønn";"1882";"Personer";15095
"059 59 år";"0 Begge kjønn";"1883";"Personer";15299
"059 59 år";"0 Begge kjønn";"1884";"Personer";15258
"059 59 år";"0 Begge kjønn";"1885";"Personer";16157
"059 59 år";"0 Begge kjønn";"1886";"Personer";16108
"059 59 år";"0 Begge kjønn";"1887";"Personer";14848
"059 59 år";"0 Begge kjønn";"1888";"Personer";15019
"059 59 år";"0 Begge kjønn";"1889";"Personer";15584
"059 59 år";"0 Begge kjønn";"1890";"Personer";15263
"059 59 år";"0 Begge kjønn";"1891";"Personer";14299
"059 59 år";"0 Begge kjønn";"1892";"Personer";14044
"059 59 år";"0 Begge kjønn";"1893";"Personer";14612
"059 59 år";"0 Begge kjønn";"1894";"Personer";15449
"059 59 år";"0 Begge kjønn";"1895";"Personer";15725
"059 59 år";"0 Begge kjønn";"1896";"Personer";14477
"059 59 år";"0 Begge kjønn";"1897";"Personer";13986
"059 59 år";"0 Begge kjønn";"1898";"Personer";13152
"059 59 år";"0 Begge kjønn";"1899";"Personer";13398
"059 59 år";"0 Begge kjønn";"1900";"Personer";13837
"059 59 år";"0 Begge kjønn";"1901";"Personer";15230
"059 59 år";"0 Begge kjønn";"1902";"Personer";14627
"059 59 år";"0 Begge kjønn";"1903";"Personer";15535
"059 59 år";"0 Begge kjønn";"1904";"Personer";15678
"059 59 år";"0 Begge kjønn";"1905";"Personer";16510
"059 59 år";"0 Begge kjønn";"1906";"Personer";15938
"059 59 år";"0 Begge kjønn";"1907";"Personer";16132
"059 59 år";"0 Begge kjønn";"1908";"Personer";15800
"059 59 år";"0 Begge kjønn";"1909";"Personer";17372
"059 59 år";"0 Begge kjønn";"1910";"Personer";16591
"059 59 år";"0 Begge kjønn";"1911";"Personer";17486
"059 59 år";"0 Begge kjønn";"1912";"Personer";16619
"059 59 år";"0 Begge kjønn";"1913";"Personer";17797
"059 59 år";"0 Begge kjønn";"1914";"Personer";19251
"059 59 år";"0 Begge kjønn";"1915";"Personer";19024
"059 59 år";"0 Begge kjønn";"1916";"Personer";18258
"059 59 år";"0 Begge kjønn";"1917";"Personer";18500
"059 59 år";"0 Begge kjønn";"1918";"Personer";18533
"059 59 år";"0 Begge kjønn";"1919";"Personer";19451
"059 59 år";"0 Begge kjønn";"1920";"Personer";18490
"059 59 år";"0 Begge kjønn";"1921";"Personer";17845
"059 59 år";"0 Begge kjønn";"1922";"Personer";18926
"059 59 år";"0 Begge kjønn";"1923";"Personer";20206
"059 59 år";"0 Begge kjønn";"1924";"Personer";20163
"059 59 år";"0 Begge kjønn";"1925";"Personer";20425
"059 59 år";"0 Begge kjønn";"1926";"Personer";20306
"059 59 år";"0 Begge kjønn";"1927";"Personer";19325
"059 59 år";"0 Begge kjønn";"1928";"Personer";19720
"059 59 år";"0 Begge kjønn";"1929";"Personer";19409
"059 59 år";"0 Begge kjønn";"1930";"Personer";19790
"059 59 år";"0 Begge kjønn";"1931";"Personer";20404
"059 59 år";"0 Begge kjønn";"1932";"Personer";20870
"059 59 år";"0 Begge kjønn";"1933";"Personer";21565
"059 59 år";"0 Begge kjønn";"1934";"Personer";22328
"059 59 år";"0 Begge kjønn";"1935";"Personer";23129
"059 59 år";"0 Begge kjønn";"1936";"Personer";24000
"059 59 år";"0 Begge kjønn";"1937";"Personer";24511
"059 59 år";"0 Begge kjønn";"1938";"Personer";24118
"059 59 år";"0 Begge kjønn";"1939";"Personer";25139
"059 59 år";"0 Begge kjønn";"1940";"Personer";23980
"059 59 år";"0 Begge kjønn";"1941";"Personer";24216
"059 59 år";"0 Begge kjønn";"1942";"Personer";24606
"059 59 år";"0 Begge kjønn";"1943";"Personer";24677
"059 59 år";"0 Begge kjønn";"1944";"Personer";25950
"059 59 år";"0 Begge kjønn";"1945";"Personer";26273
"059 59 år";"0 Begge kjønn";"1946";"Personer";27434
"059 59 år";"0 Begge kjønn";"1947";"Personer";28494
"059 59 år";"0 Begge kjønn";"1948";"Personer";28233
"059 59 år";"0 Begge kjønn";"1949";"Personer";28388
"059 59 år";"0 Begge kjønn";"1950";"Personer";29755
"059 59 år";"0 Begge kjønn";"1951";"Personer";30861
"059 59 år";"0 Begge kjønn";"1952";"Personer";31567
"059 59 år";"0 Begge kjønn";"1953";"Personer";33222
"059 59 år";"0 Begge kjønn";"1954";"Personer";33508
"059 59 år";"0 Begge kjønn";"1955";"Personer";35584
"059 59 år";"0 Begge kjønn";"1956";"Personer";36390
"059 59 år";"0 Begge kjønn";"1957";"Personer";36830
"059 59 år";"0 Begge kjønn";"1958";"Personer";38659
"059 59 år";"0 Begge kjønn";"1959";"Personer";37858
"059 59 år";"0 Begge kjønn";"1960";"Personer";39089
"059 59 år";"0 Begge kjønn";"1961";"Personer";39489
"059 59 år";"0 Begge kjønn";"1962";"Personer";40123
"059 59 år";"0 Begge kjønn";"1963";"Personer";40360
"059 59 år";"0 Begge kjønn";"1964";"Personer";40094
"059 59 år";"0 Begge kjønn";"1965";"Personer";40584
"059 59 år";"0 Begge kjønn";"1966";"Personer";41124
"059 59 år";"0 Begge kjønn";"1967";"Personer";41680
"059 59 år";"0 Begge kjønn";"1968";"Personer";42728
"059 59 år";"0 Begge kjønn";"1969";"Personer";44287
"059 59 år";"0 Begge kjønn";"1970";"Personer";43940
"059 59 år";"0 Begge kjønn";"1971";"Personer";44684
"059 59 år";"0 Begge kjønn";"1972";"Personer";45768
"059 59 år";"0 Begge kjønn";"1973";"Personer";45529
"059 59 år";"0 Begge kjønn";"1974";"Personer";45656
"059 59 år";"0 Begge kjønn";"1975";"Personer";45064
"059 59 år";"0 Begge kjønn";"1976";"Personer";45338
"059 59 år";"0 Begge kjønn";"1977";"Personer";47338
"059 59 år";"0 Begge kjønn";"1978";"Personer";47049
"059 59 år";"0 Begge kjønn";"1979";"Personer";44359
"059 59 år";"0 Begge kjønn";"1980";"Personer";52700
"059 59 år";"0 Begge kjønn";"1981";"Personer";48801
"059 59 år";"0 Begge kjønn";"1982";"Personer";47883
"059 59 år";"0 Begge kjønn";"1983";"Personer";47562
"059 59 år";"0 Begge kjønn";"1984";"Personer";45522
"059 59 år";"0 Begge kjønn";"1985";"Personer";43146
"059 59 år";"0 Begge kjønn";"1986";"Personer";43067
"059 59 år";"0 Begge kjønn";"1987";"Personer";40501
"059 59 år";"0 Begge kjønn";"1988";"Personer";40268
"059 59 år";"0 Begge kjønn";"1989";"Personer";39228
"059 59 år";"0 Begge kjønn";"1990";"Personer";39479
"059 59 år";"0 Begge kjønn";"1991";"Personer";38175
"059 59 år";"0 Begge kjønn";"1992";"Personer";37827
"059 59 år";"0 Begge kjønn";"1993";"Personer";35244
"059 59 år";"0 Begge kjønn";"1994";"Personer";35008
"059 59 år";"0 Begge kjønn";"1995";"Personer";34762
"059 59 år";"0 Begge kjønn";"1996";"Personer";36045
"059 59 år";"0 Begge kjønn";"1997";"Personer";37121
"059 59 år";"0 Begge kjønn";"1998";"Personer";38752
"059 59 år";"0 Begge kjønn";"1999";"Personer";40081
"059 59 år";"0 Begge kjønn";"2000";"Personer";41130
"059 59 år";"0 Begge kjønn";"2001";"Personer";39606
"059 59 år";"0 Begge kjønn";"2002";"Personer";44966
"059 59 år";"0 Begge kjønn";"2003";"Personer";48690
"059 59 år";"0 Begge kjønn";"2004";"Personer";54692
"059 59 år";"0 Begge kjønn";"2005";"Personer";56678
"059 59 år";"0 Begge kjønn";"2006";"Personer";63066
"059 59 år";"0 Begge kjønn";"2007";"Personer";60544
"059 59 år";"0 Begge kjønn";"2008";"Personer";59145
"059 59 år";"0 Begge kjønn";"2009";"Personer";58049
"059 59 år";"0 Begge kjønn";"2010";"Personer";57699
"059 59 år";"0 Begge kjønn";"2011";"Personer";56424
"059 59 år";"0 Begge kjønn";"2012";"Personer";58909
"059 59 år";"0 Begge kjønn";"2013";"Personer";59729
"059 59 år";"0 Begge kjønn";"2014";"Personer";60103
"059 59 år";"0 Begge kjønn";"2015";"Personer";61384
"059 59 år";"0 Begge kjønn";"2016";"Personer";62763
"059 59 år";"0 Begge kjønn";"2017";"Personer";61915
"059 59 år";"0 Begge kjønn";"2018";"Personer";63167
"059 59 år";"1 Menn";"1846";"Personer";4143
"059 59 år";"1 Menn";"1847";"Personer";4069
"059 59 år";"1 Menn";"1848";"Personer";4390
"059 59 år";"1 Menn";"1849";"Personer";4404
"059 59 år";"1 Menn";"1850";"Personer";4639
"059 59 år";"1 Menn";"1851";"Personer";4751
"059 59 år";"1 Menn";"1852";"Personer";5047
"059 59 år";"1 Menn";"1853";"Personer";4951
"059 59 år";"1 Menn";"1854";"Personer";4927
"059 59 år";"1 Menn";"1855";"Personer";4786
"059 59 år";"1 Menn";"1856";"Personer";4662
"059 59 år";"1 Menn";"1857";"Personer";4910
"059 59 år";"1 Menn";"1858";"Personer";4906
"059 59 år";"1 Menn";"1859";"Personer";5099
"059 59 år";"1 Menn";"1860";"Personer";5135
"059 59 år";"1 Menn";"1861";"Personer";5138
"059 59 år";"1 Menn";"1862";"Personer";4501
"059 59 år";"1 Menn";"1863";"Personer";4846
"059 59 år";"1 Menn";"1864";"Personer";4597
"059 59 år";"1 Menn";"1865";"Personer";5044
"059 59 år";"1 Menn";"1866";"Personer";5201
"059 59 år";"1 Menn";"1867";"Personer";4931
"059 59 år";"1 Menn";"1868";"Personer";4735
"059 59 år";"1 Menn";"1869";"Personer";3744
"059 59 år";"1 Menn";"1870";"Personer";4675
"059 59 år";"1 Menn";"1871";"Personer";4863
"059 59 år";"1 Menn";"1872";"Personer";5361
"059 59 år";"1 Menn";"1873";"Personer";4794
"059 59 år";"1 Menn";"1874";"Personer";4687
"059 59 år";"1 Menn";"1875";"Personer";5880
"059 59 år";"1 Menn";"1876";"Personer";6551
"059 59 år";"1 Menn";"1877";"Personer";6072
"059 59 år";"1 Menn";"1878";"Personer";6182
"059 59 år";"1 Menn";"1879";"Personer";6645
"059 59 år";"1 Menn";"1880";"Personer";7355
"059 59 år";"1 Menn";"1881";"Personer";7468
"059 59 år";"1 Menn";"1882";"Personer";7278
"059 59 år";"1 Menn";"1883";"Personer";7405
"059 59 år";"1 Menn";"1884";"Personer";7259
"059 59 år";"1 Menn";"1885";"Personer";7654
"059 59 år";"1 Menn";"1886";"Personer";7725
"059 59 år";"1 Menn";"1887";"Personer";7068
"059 59 år";"1 Menn";"1888";"Personer";7134
"059 59 år";"1 Menn";"1889";"Personer";7426
"059 59 år";"1 Menn";"1890";"Personer";7190
"059 59 år";"1 Menn";"1891";"Personer";6835
"059 59 år";"1 Menn";"1892";"Personer";6730
"059 59 år";"1 Menn";"1893";"Personer";6956
"059 59 år";"1 Menn";"1894";"Personer";7317
"059 59 år";"1 Menn";"1895";"Personer";7396
"059 59 år";"1 Menn";"1896";"Personer";6751
"059 59 år";"1 Menn";"1897";"Personer";6565
"059 59 år";"1 Menn";"1898";"Personer";6148
"059 59 år";"1 Menn";"1899";"Personer";6220
"059 59 år";"1 Menn";"1900";"Personer";6422
"059 59 år";"1 Menn";"1901";"Personer";7220
"059 59 år";"1 Menn";"1902";"Personer";6868
"059 59 år";"1 Menn";"1903";"Personer";7245
"059 59 år";"1 Menn";"1904";"Personer";7262
"059 59 år";"1 Menn";"1905";"Personer";7629
"059 59 år";"1 Menn";"1906";"Personer";7420
"059 59 år";"1 Menn";"1907";"Personer";7496
"059 59 år";"1 Menn";"1908";"Personer";7299
"059 59 år";"1 Menn";"1909";"Personer";8092
"059 59 år";"1 Menn";"1910";"Personer";7681
"059 59 år";"1 Menn";"1911";"Personer";8105
"059 59 år";"1 Menn";"1912";"Personer";7611
"059 59 år";"1 Menn";"1913";"Personer";8183
"059 59 år";"1 Menn";"1914";"Personer";8807
"059 59 år";"1 Menn";"1915";"Personer";8695
"059 59 år";"1 Menn";"1916";"Personer";8375
"059 59 år";"1 Menn";"1917";"Personer";8514
"059 59 år";"1 Menn";"1918";"Personer";8485
"059 59 år";"1 Menn";"1919";"Personer";8912
"059 59 år";"1 Menn";"1920";"Personer";8382
"059 59 år";"1 Menn";"1921";"Personer";8039
"059 59 år";"1 Menn";"1922";"Personer";8562
"059 59 år";"1 Menn";"1923";"Personer";9209
"059 59 år";"1 Menn";"1924";"Personer";9148
"059 59 år";"1 Menn";"1925";"Personer";9249
"059 59 år";"1 Menn";"1926";"Personer";9297
"059 59 år";"1 Menn";"1927";"Personer";8868
"059 59 år";"1 Menn";"1928";"Personer";9104
"059 59 år";"1 Menn";"1929";"Personer";8884
"059 59 år";"1 Menn";"1930";"Personer";9163
"059 59 år";"1 Menn";"1931";"Personer";9506
"059 59 år";"1 Menn";"1932";"Personer";9716
"059 59 år";"1 Menn";"1933";"Personer";10065
"059 59 år";"1 Menn";"1934";"Personer";10500
