"alder";"kjønn";"år";"statistikkvariabel";"Folkemengde, etter alder, kjønn, år og statistikkvariabel"
"000 0 år";"0 Begge kjønn";"1846";"Personer";36372
"000 0 år";"0 Begge kjønn";"1847";"Personer";38286
"000 0 år";"0 Begge kjønn";"1848";"Personer";38326
"000 0 år";"0 Begge kjønn";"1849";"Personer";37308
"000 0 år";"0 Begge kjønn";"1850";"Personer";41054
"000 0 år";"0 Begge kjønn";"1851";"Personer";39993
"000 0 år";"0 Begge kjønn";"1852";"Personer";41500
"000 0 år";"0 Begge kjønn";"1853";"Personer";40554
"000 0 år";"0 Begge kjønn";"1854";"Personer";42572
"000 0 år";"0 Begge kjønn";"1855";"Personer";46250
"000 0 år";"0 Begge kjønn";"1856";"Personer";45644
"000 0 år";"0 Begge kjønn";"1857";"Personer";45299
"000 0 år";"0 Begge kjønn";"1858";"Personer";46864
"000 0 år";"0 Begge kjønn";"1859";"Personer";48235
"000 0 år";"0 Begge kjønn";"1860";"Personer";50898
"000 0 år";"0 Begge kjønn";"1861";"Personer";49707
"000 0 år";"0 Begge kjønn";"1862";"Personer";46096
"000 0 år";"0 Begge kjønn";"1863";"Personer";48614
"000 0 år";"0 Begge kjønn";"1864";"Personer";50381
"000 0 år";"0 Begge kjønn";"1865";"Personer";49969
"000 0 år";"0 Begge kjønn";"1866";"Personer";51764
"000 0 år";"0 Begge kjønn";"1867";"Personer";50520
"000 0 år";"0 Begge kjønn";"1868";"Personer";47247
"000 0 år";"0 Begge kjønn";"1869";"Personer";47364
"000 0 år";"0 Begge kjønn";"1870";"Personer";45712
"000 0 år";"0 Begge kjønn";"1871";"Personer";46739
"000 0 år";"0 Begge kjønn";"1872";"Personer";47526
"000 0 år";"0 Begge kjønn";"1873";"Personer";48370
"000 0 år";"0 Begge kjønn";"1874";"Personer";48873
"000 0 år";"0 Begge kjønn";"1875";"Personer";50893
"000 0 år";"0 Begge kjønn";"1876";"Personer";52399
"000 0 år";"0 Begge kjønn";"1877";"Personer";53449
"000 0 år";"0 Begge kjønn";"1878";"Personer";54599
"000 0 år";"0 Begge kjønn";"1879";"Personer";54915
"000 0 år";"0 Begge kjønn";"1880";"Personer";57237
"000 0 år";"0 Begge kjønn";"1881";"Personer";55157
"000 0 år";"0 Begge kjønn";"1882";"Personer";53880
"000 0 år";"0 Begge kjønn";"1883";"Personer";54277
"000 0 år";"0 Begge kjønn";"1884";"Personer";55517
"000 0 år";"0 Begge kjønn";"1885";"Personer";56890
"000 0 år";"0 Begge kjønn";"1886";"Personer";57418
"000 0 år";"0 Begge kjønn";"1887";"Personer";56766
"000 0 år";"0 Begge kjønn";"1888";"Personer";58190
"000 0 år";"0 Begge kjønn";"1889";"Personer";56178
"000 0 år";"0 Begge kjønn";"1890";"Personer";54692
"000 0 år";"0 Begge kjønn";"1891";"Personer";57244
"000 0 år";"0 Begge kjønn";"1892";"Personer";57798
"000 0 år";"0 Begge kjønn";"1893";"Personer";55848
"000 0 år";"0 Begge kjønn";"1894";"Personer";57892
"000 0 år";"0 Begge kjønn";"1895";"Personer";56697
"000 0 år";"0 Begge kjønn";"1896";"Personer";59279
"000 0 år";"0 Begge kjønn";"1897";"Personer";59005
"000 0 år";"0 Begge kjønn";"1898";"Personer";60149
"000 0 år";"0 Begge kjønn";"1899";"Personer";61885
"000 0 år";"0 Begge kjønn";"1900";"Personer";61475
"000 0 år";"0 Begge kjønn";"1901";"Personer";62629
"000 0 år";"0 Begge kjønn";"1902";"Personer";63034
"000 0 år";"0 Begge kjønn";"1903";"Personer";62932
"000 0 år";"0 Begge kjønn";"1904";"Personer";61811
"000 0 år";"0 Begge kjønn";"1905";"Personer";60628
"000 0 år";"0 Begge kjønn";"1906";"Personer";58804
"000 0 år";"0 Begge kjønn";"1907";"Personer";59065
"000 0 år";"0 Begge kjønn";"1908";"Personer";58422
"000 0 år";"0 Begge kjønn";"1909";"Personer";58415
"000 0 år";"0 Begge kjønn";"1910";"Personer";60160
"000 0 år";"0 Begge kjønn";"1911";"Personer";58437
"000 0 år";"0 Begge kjønn";"1912";"Personer";58414
"000 0 år";"0 Begge kjønn";"1913";"Personer";59038
"000 0 år";"0 Begge kjønn";"1914";"Personer";58937
"000 0 år";"0 Begge kjønn";"1915";"Personer";59325
"000 0 år";"0 Begge kjønn";"1916";"Personer";55786
"000 0 år";"0 Begge kjønn";"1917";"Personer";58364
"000 0 år";"0 Begge kjønn";"1918";"Personer";61049
"000 0 år";"0 Begge kjønn";"1919";"Personer";60282
"000 0 år";"0 Begge kjønn";"1920";"Personer";56461
"000 0 år";"0 Begge kjønn";"1921";"Personer";66005
"000 0 år";"0 Begge kjønn";"1922";"Personer";62176
"000 0 år";"0 Begge kjønn";"1923";"Personer";60486
"000 0 år";"0 Begge kjønn";"1924";"Personer";59498
"000 0 år";"0 Begge kjønn";"1925";"Personer";55947
"000 0 år";"0 Begge kjønn";"1926";"Personer";52161
"000 0 år";"0 Begge kjønn";"1927";"Personer";52331
"000 0 år";"0 Begge kjønn";"1928";"Personer";48508
"000 0 år";"0 Begge kjønn";"1929";"Personer";48114
"000 0 år";"0 Begge kjønn";"1930";"Personer";46379
"000 0 år";"0 Begge kjønn";"1931";"Personer";46155
"000 0 år";"0 Begge kjønn";"1932";"Personer";44391
"000 0 år";"0 Begge kjønn";"1933";"Personer";43803
"000 0 år";"0 Begge kjønn";"1934";"Personer";40600
"000 0 år";"0 Begge kjønn";"1935";"Personer";40536
"000 0 år";"0 Begge kjønn";"1936";"Personer";39976
"000 0 år";"0 Begge kjønn";"1937";"Personer";40814
"000 0 år";"0 Begge kjønn";"1938";"Personer";42345
"000 0 år";"0 Begge kjønn";"1939";"Personer";43973
"000 0 år";"0 Begge kjønn";"1940";"Personer";45239
"000 0 år";"0 Begge kjønn";"1941";"Personer";46541
"000 0 år";"0 Begge kjønn";"1942";"Personer";44356
"000 0 år";"0 Begge kjønn";"1943";"Personer";51713
"000 0 år";"0 Begge kjønn";"1944";"Personer";55692
"000 0 år";"0 Begge kjønn";"1945";"Personer";60504
"000 0 år";"0 Begge kjønn";"1946";"Personer";60073
"000 0 år";"0 Begge kjønn";"1947";"Personer";69099
"000 0 år";"0 Begge kjønn";"1948";"Personer";66292
"000 0 år";"0 Begge kjønn";"1949";"Personer";64178
"000 0 år";"0 Begge kjønn";"1950";"Personer";61667
"000 0 år";"0 Begge kjønn";"1951";"Personer";61058
"000 0 år";"0 Begge kjønn";"1952";"Personer";59291
"000 0 år";"0 Begge kjønn";"1953";"Personer";61249
"000 0 år";"0 Begge kjønn";"1954";"Personer";61768
"000 0 år";"0 Begge kjønn";"1955";"Personer";61504
"000 0 år";"0 Begge kjønn";"1956";"Personer";62380
"000 0 år";"0 Begge kjønn";"1957";"Personer";62835
"000 0 år";"0 Begge kjønn";"1958";"Personer";61739
"000 0 år";"0 Begge kjønn";"1959";"Personer";61699
"000 0 år";"0 Begge kjønn";"1960";"Personer";61669
"000 0 år";"0 Begge kjønn";"1961";"Personer";60601
"000 0 år";"0 Begge kjønn";"1962";"Personer";61604
"000 0 år";"0 Begge kjønn";"1963";"Personer";61301
"000 0 år";"0 Begge kjønn";"1964";"Personer";62403
"000 0 år";"0 Begge kjønn";"1965";"Personer";64611
"000 0 år";"0 Begge kjønn";"1966";"Personer";65310
"000 0 år";"0 Begge kjønn";"1967";"Personer";65666
"000 0 år";"0 Begge kjønn";"1968";"Personer";65519
"000 0 år";"0 Begge kjønn";"1969";"Personer";66666
"000 0 år";"0 Begge kjønn";"1970";"Personer";67130
"000 0 år";"0 Begge kjønn";"1971";"Personer";64102
"000 0 år";"0 Begge kjønn";"1972";"Personer";64888
"000 0 år";"0 Begge kjønn";"1973";"Personer";63673
"000 0 år";"0 Begge kjønn";"1974";"Personer";60667
"000 0 år";"0 Begge kjønn";"1975";"Personer";59176
"000 0 år";"0 Begge kjønn";"1976";"Personer";55821
"000 0 år";"0 Begge kjønn";"1977";"Personer";53083
"000 0 år";"0 Begge kjønn";"1978";"Personer";50663
"000 0 år";"0 Begge kjønn";"1979";"Personer";51498
"000 0 år";"0 Begge kjønn";"1980";"Personer";51221
"000 0 år";"0 Begge kjønn";"1981";"Personer";50785
"000 0 år";"0 Begge kjønn";"1982";"Personer";50525
"000 0 år";"0 Begge kjønn";"1983";"Personer";50998
"000 0 år";"0 Begge kjønn";"1984";"Personer";49681
"000 0 år";"0 Begge kjønn";"1985";"Personer";50044
"000 0 år";"0 Begge kjønn";"1986";"Personer";50974
"000 0 år";"0 Begge kjønn";"1987";"Personer";52286
"000 0 år";"0 Begge kjønn";"1988";"Personer";53882
"000 0 år";"0 Begge kjønn";"1989";"Personer";57280
"000 0 år";"0 Begge kjønn";"1990";"Personer";59058
"000 0 år";"0 Begge kjønn";"1991";"Personer";60690
"000 0 år";"0 Begge kjønn";"1992";"Personer";60622
"000 0 år";"0 Begge kjønn";"1993";"Personer";59987
"000 0 år";"0 Begge kjønn";"1994";"Personer";59606
"000 0 år";"0 Begge kjønn";"1995";"Personer";59895
"000 0 år";"0 Begge kjønn";"1996";"Personer";60203
"000 0 år";"0 Begge kjønn";"1997";"Personer";60835
"000 0 år";"0 Begge kjønn";"1998";"Personer";59695
"000 0 år";"0 Begge kjønn";"1999";"Personer";58282
"000 0 år";"0 Begge kjønn";"2000";"Personer";59372
"000 0 år";"0 Begge kjønn";"2001";"Personer";59193
"000 0 år";"0 Begge kjønn";"2002";"Personer";56707
"000 0 år";"0 Begge kjønn";"2003";"Personer";55620
"000 0 år";"0 Begge kjønn";"2004";"Personer";56599
"000 0 år";"0 Begge kjønn";"2005";"Personer";57087
"000 0 år";"0 Begge kjønn";"2006";"Personer";56973
"000 0 år";"0 Begge kjønn";"2007";"Personer";58731
"000 0 år";"0 Begge kjønn";"2008";"Personer";58625
"000 0 år";"0 Begge kjønn";"2009";"Personer";60673
"000 0 år";"0 Begge kjønn";"2010";"Personer";62064
"000 0 år";"0 Begge kjønn";"2011";"Personer";61652
"000 0 år";"0 Begge kjønn";"2012";"Personer";60466
"000 0 år";"0 Begge kjønn";"2013";"Personer";60530
"000 0 år";"0 Begge kjønn";"2014";"Personer";59335
"000 0 år";"0 Begge kjønn";"2015";"Personer";59383
"000 0 år";"0 Begge kjønn";"2016";"Personer";59396
"000 0 år";"0 Begge kjønn";"2017";"Personer";59335
"000 0 år";"0 Begge kjønn";"2018";"Personer";56965
"000 0 år";"1 Menn";"1846";"Personer";18382
"000 0 år";"1 Menn";"1847";"Personer";19544
"000 0 år";"1 Menn";"1848";"Personer";19540
"000 0 år";"1 Menn";"1849";"Personer";18771
"000 0 år";"1 Menn";"1850";"Personer";20981
"000 0 år";"1 Menn";"1851";"Personer";20233
"000 0 år";"1 Menn";"1852";"Personer";21129
"000 0 år";"1 Menn";"1853";"Personer";20447
"000 0 år";"1 Menn";"1854";"Personer";21666
"000 0 år";"1 Menn";"1855";"Personer";23513
"000 0 år";"1 Menn";"1856";"Personer";23331
"000 0 år";"1 Menn";"1857";"Personer";23193
"000 0 år";"1 Menn";"1858";"Personer";23837
"000 0 år";"1 Menn";"1859";"Personer";24547
"000 0 år";"1 Menn";"1860";"Personer";26079
"000 0 år";"1 Menn";"1861";"Personer";25456
"000 0 år";"1 Menn";"1862";"Personer";23484
"000 0 år";"1 Menn";"1863";"Personer";24822
"000 0 år";"1 Menn";"1864";"Personer";25759
"000 0 år";"1 Menn";"1865";"Personer";25550
"000 0 år";"1 Menn";"1866";"Personer";26282
"000 0 år";"1 Menn";"1867";"Personer";25779
"000 0 år";"1 Menn";"1868";"Personer";24098
"000 0 år";"1 Menn";"1869";"Personer";24195
"000 0 år";"1 Menn";"1870";"Personer";23258
"000 0 år";"1 Menn";"1871";"Personer";23763
"000 0 år";"1 Menn";"1872";"Personer";24217
"000 0 år";"1 Menn";"1873";"Personer";24525
"000 0 år";"1 Menn";"1874";"Personer";24688
"000 0 år";"1 Menn";"1875";"Personer";25971
"000 0 år";"1 Menn";"1876";"Personer";26840
"000 0 år";"1 Menn";"1877";"Personer";27073
"000 0 år";"1 Menn";"1878";"Personer";28028
"000 0 år";"1 Menn";"1879";"Personer";27866
"000 0 år";"1 Menn";"1880";"Personer";29137
"000 0 år";"1 Menn";"1881";"Personer";28190
"000 0 år";"1 Menn";"1882";"Personer";27605
"000 0 år";"1 Menn";"1883";"Personer";27818
"000 0 år";"1 Menn";"1884";"Personer";28378
"000 0 år";"1 Menn";"1885";"Personer";29125
"000 0 år";"1 Menn";"1886";"Personer";29287
"000 0 år";"1 Menn";"1887";"Personer";29122
"000 0 år";"1 Menn";"1888";"Personer";29817
"000 0 år";"1 Menn";"1889";"Personer";28738
"000 0 år";"1 Menn";"1890";"Personer";28001
"000 0 år";"1 Menn";"1891";"Personer";29223
"000 0 år";"1 Menn";"1892";"Personer";29485
"000 0 år";"1 Menn";"1893";"Personer";28817
"000 0 år";"1 Menn";"1894";"Personer";29703
"000 0 år";"1 Menn";"1895";"Personer";28985
"000 0 år";"1 Menn";"1896";"Personer";30440
"000 0 år";"1 Menn";"1897";"Personer";30131
"000 0 år";"1 Menn";"1898";"Personer";30538
"000 0 år";"1 Menn";"1899";"Personer";31581
"000 0 år";"1 Menn";"1900";"Personer";31405
"000 0 år";"1 Menn";"1901";"Personer";31976
"000 0 år";"1 Menn";"1902";"Personer";32143
"000 0 år";"1 Menn";"1903";"Personer";32141
"000 0 år";"1 Menn";"1904";"Personer";31481
"000 0 år";"1 Menn";"1905";"Personer";30878
"000 0 år";"1 Menn";"1906";"Personer";29951
"000 0 år";"1 Menn";"1907";"Personer";30200
"000 0 år";"1 Menn";"1908";"Personer";29775
"000 0 år";"1 Menn";"1909";"Personer";29967
"000 0 år";"1 Menn";"1910";"Personer";30711
"000 0 år";"1 Menn";"1911";"Personer";29803
"000 0 år";"1 Menn";"1912";"Personer";29901
"000 0 år";"1 Menn";"1913";"Personer";30239
"000 0 år";"1 Menn";"1914";"Personer";30146
"000 0 år";"1 Menn";"1915";"Personer";30543
"000 0 år";"1 Menn";"1916";"Personer";28344
"000 0 år";"1 Menn";"1917";"Personer";29790
"000 0 år";"1 Menn";"1918";"Personer";31186
"000 0 år";"1 Menn";"1919";"Personer";30788
"000 0 år";"1 Menn";"1920";"Personer";29245
"000 0 år";"1 Menn";"1921";"Personer";33742
"000 0 år";"1 Menn";"1922";"Personer";31666
"000 0 år";"1 Menn";"1923";"Personer";30721
"000 0 år";"1 Menn";"1924";"Personer";30517
"000 0 år";"1 Menn";"1925";"Personer";28826
"000 0 år";"1 Menn";"1926";"Personer";26648
"000 0 år";"1 Menn";"1927";"Personer";26761
"000 0 år";"1 Menn";"1928";"Personer";24762
"000 0 år";"1 Menn";"1929";"Personer";24490
"000 0 år";"1 Menn";"1930";"Personer";23811
"000 0 år";"1 Menn";"1931";"Personer";23676
"000 0 år";"1 Menn";"1932";"Personer";22628
"000 0 år";"1 Menn";"1933";"Personer";22458
"000 0 år";"1 Menn";"1934";"Personer";20936
"000 0 år";"1 Menn";"1935";"Personer";20855
"000 0 år";"1 Menn";"1936";"Personer";20372
"000 0 år";"1 Menn";"1937";"Personer";20901
"000 0 år";"1 Menn";"1938";"Personer";21730
"000 0 år";"1 Menn";"1939";"Personer";22507
"000 0 år";"1 Menn";"1940";"Personer";23035
"000 0 år";"1 Menn";"1941";"Personer";23948
"000 0 år";"1 Menn";"1942";"Personer";22725
"000 0 år";"1 Menn";"1943";"Personer";26572
"000 0 år";"1 Menn";"1944";"Personer";28729
"000 0 år";"1 Menn";"1945";"Personer";31335
"000 0 år";"1 Menn";"1946";"Personer";30934
"000 0 år";"1 Menn";"1947";"Personer";35459
"000 0 år";"1 Menn";"1948";"Personer";33873
"000 0 år";"1 Menn";"1949";"Personer";33287
"000 0 år";"1 Menn";"1950";"Personer";31736
"000 0 år";"1 Menn";"1951";"Personer";31407
"000 0 år";"1 Menn";"1952";"Personer";30649
"000 0 år";"1 Menn";"1953";"Personer";31583
"000 0 år";"1 Menn";"1954";"Personer";31580
"000 0 år";"1 Menn";"1955";"Personer";31351
"000 0 år";"1 Menn";"1956";"Personer";32045
"000 0 år";"1 Menn";"1957";"Personer";32033
"000 0 år";"1 Menn";"1958";"Personer";31500
"000 0 år";"1 Menn";"1959";"Personer";31510
"000 0 år";"1 Menn";"1960";"Personer";31612
"000 0 år";"1 Menn";"1961";"Personer";30998
"000 0 år";"1 Menn";"1962";"Personer";31756
"000 0 år";"1 Menn";"1963";"Personer";31443
"000 0 år";"1 Menn";"1964";"Personer";31856
"000 0 år";"1 Menn";"1965";"Personer";33422
"000 0 år";"1 Menn";"1966";"Personer";33726
"000 0 år";"1 Menn";"1967";"Personer";33882
"000 0 år";"1 Menn";"1968";"Personer";33595
"000 0 år";"1 Menn";"1969";"Personer";34285
"000 0 år";"1 Menn";"1970";"Personer";34461
"000 0 år";"1 Menn";"1971";"Personer";32987
"000 0 år";"1 Menn";"1972";"Personer";33193
"000 0 år";"1 Menn";"1973";"Personer";32640
"000 0 år";"1 Menn";"1974";"Personer";31215
"000 0 år";"1 Menn";"1975";"Personer";30093
"000 0 år";"1 Menn";"1976";"Personer";28534
"000 0 år";"1 Menn";"1977";"Personer";27167
"000 0 år";"1 Menn";"1978";"Personer";26000
"000 0 år";"1 Menn";"1979";"Personer";26439
"000 0 år";"1 Menn";"1980";"Personer";26291
"000 0 år";"1 Menn";"1981";"Personer";26172
"000 0 år";"1 Menn";"1982";"Personer";25717
"000 0 år";"1 Menn";"1983";"Personer";26276
"000 0 år";"1 Menn";"1984";"Personer";25601
"000 0 år";"1 Menn";"1985";"Personer";25628
"000 0 år";"1 Menn";"1986";"Personer";26175
"000 0 år";"1 Menn";"1987";"Personer";26923
"000 0 år";"1 Menn";"1988";"Personer";27394
"000 0 år";"1 Menn";"1989";"Personer";29332
"000 0 år";"1 Menn";"1990";"Personer";30325
"000 0 år";"1 Menn";"1991";"Personer";31120
"000 0 år";"1 Menn";"1992";"Personer";31170
"000 0 år";"1 Menn";"1993";"Personer";31055
"000 0 år";"1 Menn";"1994";"Personer";30500
"000 0 år";"1 Menn";"1995";"Personer";30842
"000 0 år";"1 Menn";"1996";"Personer";30940
"000 0 år";"1 Menn";"1997";"Personer";31403
"000 0 år";"1 Menn";"1998";"Personer";30668
"000 0 år";"1 Menn";"1999";"Personer";29852
"000 0 år";"1 Menn";"2000";"Personer";30485
"000 0 år";"1 Menn";"2001";"Personer";30388
"000 0 år";"1 Menn";"2002";"Personer";29042
"000 0 år";"1 Menn";"2003";"Personer";28427
"000 0 år";"1 Menn";"2004";"Personer";29076
"000 0 år";"1 Menn";"2005";"Personer";29272
"000 0 år";"1 Menn";"2006";"Personer";29165
"000 0 år";"1 Menn";"2007";"Personer";30077
"000 0 år";"1 Menn";"2008";"Personer";30054
"000 0 år";"1 Menn";"2009";"Personer";31239
"000 0 år";"1 Menn";"2010";"Personer";31928
"000 0 år";"1 Menn";"2011";"Personer";31573
"000 0 år";"1 Menn";"2012";"Personer";31136
"000 0 år";"1 Menn";"2013";"Personer";31026
"000 0 år";"1 Menn";"2014";"Personer";30330
"000 0 år";"1 Menn";"2015";"Personer";30544
"000 0 år";"1 Menn";"2016";"Personer";30545
"000 0 år";"1 Menn";"2017";"Personer";30650
"000 0 år";"1 Menn";"2018";"Personer";29337
"000 0 år";"2 Kvinner";"1846";"Personer";17990
"000 0 år";"2 Kvinner";"1847";"Personer";18742
"000 0 år";"2 Kvinner";"1848";"Personer";18786
"000 0 år";"2 Kvinner";"1849";"Personer";18537
"000 0 år";"2 Kvinner";"1850";"Personer";20073
"000 0 år";"2 Kvinner";"1851";"Personer";19760
"000 0 år";"2 Kvinner";"1852";"Personer";20371
"000 0 år";"2 Kvinner";"1853";"Personer";20107
"000 0 år";"2 Kvinner";"1854";"Personer";20906
"000 0 år";"2 Kvinner";"1855";"Personer";22737
"000 0 år";"2 Kvinner";"1856";"Personer";22313
"000 0 år";"2 Kvinner";"1857";"Personer";22106
"000 0 år";"2 Kvinner";"1858";"Personer";23027
"000 0 år";"2 Kvinner";"1859";"Personer";23688
"000 0 år";"2 Kvinner";"1860";"Personer";24819
"000 0 år";"2 Kvinner";"1861";"Personer";24251
"000 0 år";"2 Kvinner";"1862";"Personer";22612
"000 0 år";"2 Kvinner";"1863";"Personer";23792
"000 0 år";"2 Kvinner";"1864";"Personer";24622
"000 0 år";"2 Kvinner";"1865";"Personer";24419
"000 0 år";"2 Kvinner";"1866";"Personer";25482
"000 0 år";"2 Kvinner";"1867";"Personer";24741
"000 0 år";"2 Kvinner";"1868";"Personer";23149
"000 0 år";"2 Kvinner";"1869";"Personer";23169
"000 0 år";"2 Kvinner";"1870";"Personer";22454
"000 0 år";"2 Kvinner";"1871";"Personer";22976
"000 0 år";"2 Kvinner";"1872";"Personer";23309
"000 0 år";"2 Kvinner";"1873";"Personer";23845
"000 0 år";"2 Kvinner";"1874";"Personer";24185
"000 0 år";"2 Kvinner";"1875";"Personer";24922
"000 0 år";"2 Kvinner";"1876";"Personer";25559
"000 0 år";"2 Kvinner";"1877";"Personer";26376
"000 0 år";"2 Kvinner";"1878";"Personer";26571
"000 0 år";"2 Kvinner";"1879";"Personer";27049
"000 0 år";"2 Kvinner";"1880";"Personer";28100
"000 0 år";"2 Kvinner";"1881";"Personer";26967
"000 0 år";"2 Kvinner";"1882";"Personer";26275
"000 0 år";"2 Kvinner";"1883";"Personer";26459
"000 0 år";"2 Kvinner";"1884";"Personer";27139
"000 0 år";"2 Kvinner";"1885";"Personer";27765
"000 0 år";"2 Kvinner";"1886";"Personer";28131
"000 0 år";"2 Kvinner";"1887";"Personer";27644
"000 0 år";"2 Kvinner";"1888";"Personer";28373
"000 0 år";"2 Kvinner";"1889";"Personer";27440
"000 0 år";"2 Kvinner";"1890";"Personer";26691
"000 0 år";"2 Kvinner";"1891";"Personer";28021
"000 0 år";"2 Kvinner";"1892";"Personer";28313
"000 0 år";"2 Kvinner";"1893";"Personer";27031
"000 0 år";"2 Kvinner";"1894";"Personer";28189
"000 0 år";"2 Kvinner";"1895";"Personer";27712
"000 0 år";"2 Kvinner";"1896";"Personer";28839
"000 0 år";"2 Kvinner";"1897";"Personer";28874
"000 0 år";"2 Kvinner";"1898";"Personer";29611
"000 0 år";"2 Kvinner";"1899";"Personer";30304
"000 0 år";"2 Kvinner";"1900";"Personer";30070
"000 0 år";"2 Kvinner";"1901";"Personer";30653
"000 0 år";"2 Kvinner";"1902";"Personer";30891
"000 0 år";"2 Kvinner";"1903";"Personer";30791
"000 0 år";"2 Kvinner";"1904";"Personer";30330
"000 0 år";"2 Kvinner";"1905";"Personer";29750
"000 0 år";"2 Kvinner";"1906";"Personer";28853
"000 0 år";"2 Kvinner";"1907";"Personer";28865
"000 0 år";"2 Kvinner";"1908";"Personer";28647
"000 0 år";"2 Kvinner";"1909";"Personer";28448
"000 0 år";"2 Kvinner";"1910";"Personer";29449
"000 0 år";"2 Kvinner";"1911";"Personer";28634
"000 0 år";"2 Kvinner";"1912";"Personer";28513
"000 0 år";"2 Kvinner";"1913";"Personer";28799
"000 0 år";"2 Kvinner";"1914";"Personer";28791
"000 0 år";"2 Kvinner";"1915";"Personer";28782
"000 0 år";"2 Kvinner";"1916";"Personer";27442
"000 0 år";"2 Kvinner";"1917";"Personer";28574
"000 0 år";"2 Kvinner";"1918";"Personer";29863
"000 0 år";"2 Kvinner";"1919";"Personer";29494
"000 0 år";"2 Kvinner";"1920";"Personer";27216
"000 0 år";"2 Kvinner";"1921";"Personer";32263
"000 0 år";"2 Kvinner";"1922";"Personer";30510
"000 0 år";"2 Kvinner";"1923";"Personer";29765
"000 0 år";"2 Kvinner";"1924";"Personer";28981
"000 0 år";"2 Kvinner";"1925";"Personer";27121
"000 0 år";"2 Kvinner";"1926";"Personer";25513
"000 0 år";"2 Kvinner";"1927";"Personer";25570
"000 0 år";"2 Kvinner";"1928";"Personer";23746
"000 0 år";"2 Kvinner";"1929";"Personer";23624
"000 0 år";"2 Kvinner";"1930";"Personer";22568
"000 0 år";"2 Kvinner";"1931";"Personer";22479
"000 0 år";"2 Kvinner";"1932";"Personer";21763
"000 0 år";"2 Kvinner";"1933";"Personer";21345
"000 0 år";"2 Kvinner";"1934";"Personer";19664
"000 0 år";"2 Kvinner";"1935";"Personer";19681
"000 0 år";"2 Kvinner";"1936";"Personer";19604
"000 0 år";"2 Kvinner";"1937";"Personer";19913
"000 0 år";"2 Kvinner";"1938";"Personer";20615
"000 0 år";"2 Kvinner";"1939";"Personer";21466
"000 0 år";"2 Kvinner";"1940";"Personer";22204
"000 0 år";"2 Kvinner";"1941";"Personer";22593
"000 0 år";"2 Kvinner";"1942";"Personer";21631
"000 0 år";"2 Kvinner";"1943";"Personer";25141
"000 0 år";"2 Kvinner";"1944";"Personer";26963
"000 0 år";"2 Kvinner";"1945";"Personer";29169
"000 0 år";"2 Kvinner";"1946";"Personer";29139
"000 0 år";"2 Kvinner";"1947";"Personer";33640
"000 0 år";"2 Kvinner";"1948";"Personer";32419
"000 0 år";"2 Kvinner";"1949";"Personer";30891
"000 0 år";"2 Kvinner";"1950";"Personer";29931
"000 0 år";"2 Kvinner";"1951";"Personer";29651
"000 0 år";"2 Kvinner";"1952";"Personer";28642
"000 0 år";"2 Kvinner";"1953";"Personer";29666
"000 0 år";"2 Kvinner";"1954";"Personer";30188
"000 0 år";"2 Kvinner";"1955";"Personer";30153
"000 0 år";"2 Kvinner";"1956";"Personer";30335
"000 0 år";"2 Kvinner";"1957";"Personer";30802
"000 0 år";"2 Kvinner";"1958";"Personer";30239
"000 0 år";"2 Kvinner";"1959";"Personer";30189
"000 0 år";"2 Kvinner";"1960";"Personer";30057
"000 0 år";"2 Kvinner";"1961";"Personer";29603
"000 0 år";"2 Kvinner";"1962";"Personer";29848
"000 0 år";"2 Kvinner";"1963";"Personer";29858
"000 0 år";"2 Kvinner";"1964";"Personer";30547
"000 0 år";"2 Kvinner";"1965";"Personer";31189
"000 0 år";"2 Kvinner";"1966";"Personer";31584
"000 0 år";"2 Kvinner";"1967";"Personer";31784
"000 0 år";"2 Kvinner";"1968";"Personer";31924
"000 0 år";"2 Kvinner";"1969";"Personer";32381
"000 0 år";"2 Kvinner";"1970";"Personer";32669
"000 0 år";"2 Kvinner";"1971";"Personer";31115
"000 0 år";"2 Kvinner";"1972";"Personer";31695
"000 0 år";"2 Kvinner";"1973";"Personer";31033
"000 0 år";"2 Kvinner";"1974";"Personer";29452
"000 0 år";"2 Kvinner";"1975";"Personer";29083
"000 0 år";"2 Kvinner";"1976";"Personer";27287
"000 0 år";"2 Kvinner";"1977";"Personer";25916
"000 0 år";"2 Kvinner";"1978";"Personer";24663
"000 0 år";"2 Kvinner";"1979";"Personer";25059
"000 0 år";"2 Kvinner";"1980";"Personer";24930
"000 0 år";"2 Kvinner";"1981";"Personer";24613
"000 0 år";"2 Kvinner";"1982";"Personer";24808
"000 0 år";"2 Kvinner";"1983";"Personer";24722
"000 0 år";"2 Kvinner";"1984";"Personer";24080
"000 0 år";"2 Kvinner";"1985";"Personer";24416
"000 0 år";"2 Kvinner";"1986";"Personer";24799
"000 0 år";"2 Kvinner";"1987";"Personer";25363
"000 0 år";"2 Kvinner";"1988";"Personer";26488
"000 0 år";"2 Kvinner";"1989";"Personer";27948
"000 0 år";"2 Kvinner";"1990";"Personer";28733
"000 0 år";"2 Kvinner";"1991";"Personer";29570
"000 0 år";"2 Kvinner";"1992";"Personer";29452
"000 0 år";"2 Kvinner";"1993";"Personer";28932
"000 0 år";"2 Kvinner";"1994";"Personer";29106
"000 0 år";"2 Kvinner";"1995";"Personer";29053
"000 0 år";"2 Kvinner";"1996";"Personer";29263
"000 0 år";"2 Kvinner";"1997";"Personer";29432
